      1.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00      -7.82117289e-18       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00      -9.01387488e-17       0.00000000e+00       0.00000000e+00       0.00000000e+00
      3.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00      -1.64635201e-16       0.00000000e+00       0.00000000e+00       2.54109884e-20
      4.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       6.66762904e-17       0.00000000e+00       0.00000000e+00       0.00000000e+00
      5.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00      -3.12809458e-17       0.00000000e+00       0.00000000e+00       0.00000000e+00
      6.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.74529754e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      7.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       1.76576899e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      8.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       2.74535335e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      9.00000000e-02      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       4.98033398e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.00000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.21534155e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.10000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       5.64726403e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.20000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       6.47048853e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.30000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.88241712e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.40000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       6.15810145e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.50000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.05949311e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.60000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       5.49146821e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.70000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       4.43417414e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.80000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       6.82562627e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      1.90000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       6.82581346e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.00000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.64911594e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.10000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.96148200e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
      2.20000000e-01      -1.80447761e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       2.00000000e+00       1.00000000e+00       1.00000000e+00       1.00000000e+00       2.00000000e+00       7.06050821e-16       0.00000000e+00       0.00000000e+00       0.00000000e+00
